"","SpeciesAuthor","SpeciesAccepted","CommonName","Genus","Family","Order","Class","Phylum","Kingdom","OrganismType","DicotMonoc","AngioGymno","Authors","Journal","YearPublication","DOI.ISBN","AdditionalSource","StudyDuration","StudyStart","StudyEnd","AnnualPeriodicity","NumberPopulations","MatrixCriteriaSize","MatrixCriteriaOntogeny","MatrixCriteriaAge","MatrixPopulation","Lat","Lon","Altitude","Country","Continent","Ecoregion","StudiedSex","MatrixComposite","MatrixTreatment","MatrixCaptivity","MatrixStartYear","MatrixStartSeason","MatrixStartMonth","MatrixEndYear","MatrixEndSeason","MatrixEndMonth","MatrixSplit","MatrixFec","Observation","MatrixDimension","SurvivalIssue","UID1","checkY","checknote","habitatAuthor","UID_new","Mean_repro","Net_repro","Age_50_dead","Age_99_dead","Age_999_dead","survival_index99","Survival_index999","Survival_index_La_RepExp","Growth","Retrogression","Repro_life_expectancy","Age_at_Maturity","GiniF_repro","Gini_life99","Gini_life999","Gen_time","NSeedStages"
"6472","Avicennia_germinans","Avicennia germinans",NA,"Avicennia","Acanthaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","López-Hoffman; Ackerly; Anten; Denoyer;Ramos","J Ecol","2007","10.1111/j.1365-2745.2007.01298.x","Lopez-Hoffman PhD thesis 2003",3,1999,2001,"1",1,"DBH","No","No","Río Limón mangrove forest",10.9783333333333,-71.73,0,"VEN","S America","TMB","A","Mean","Unmanipulated","W",1999,NA,NA,2001,NA,NA,"Divided","Yes","Frequency of light: low (74%), Medium (21%), High (5%)",7,1,99,"Y_edits","Longitude fixed","tropical rainforest (mangrove)",225,0.571234494413765,59.8405771840657,2,51,136,0.0392156862745098,0.0147058823529412,0.0369706220248306,0.112054415707498,0.0927459020159975,44.075725549655,10.0212814916856,0.247883860315566,0.421698805610018,0.296558072059487,29.7586996282215,0
"6477","Bertholletia_excelsa","Bertholletia excelsa","Brazil nut tree","Bertholletia","Lecythidaceae","Ericales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Zuidema; Boot","J Trop Ecol","2002","10.1017/S0266467402002018","http:;;igitur-archive.library.uu.nl;dissertations;1932990;inhoud.htm; Zuidema (& Boot) J Trop Ecol 2002; Peres Sci 2003; Zuidema PhD thesis 2003 (Book)",5,1996,2000,"1",2,"DBH; plant height","Yes","No","El Sena",-11.5,-67.25,146,"BOL","S America","TMB","A","Mean","Unmanipulated","W",1996,NA,NA,2000,NA,NA,"Divided","Yes","Normal year",17,0.995,100,"Y_edits","matrices checked, typo and lat long corrected","Forest",226,0.238874968435902,4.0881820790192,3,111,347,0.027027027027027,0.00864553314121038,0.0123592120510438,0.0778053815539442,0,116.57864761313,126.155273255769,0.153318346128886,0.698295216953375,0.419756413252164,200.417199121399,0
"6478","Bertholletia_excelsa","Bertholletia excelsa","Brazil nut tree","Bertholletia","Lecythidaceae","Ericales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Zuidema; Boot","J Trop Ecol","2002","10.1017/S0266467402002018","http:;;igitur-archive.library.uu.nl;dissertations;1932990;inhoud.htm; Zuidema (& Boot) J Trop Ecol 2002; Peres Sci 2003; Zuidema PhD thesis 2003 (Book)",5,1996,2000,"1",2,"DBH; plant height","Yes","No","El Tigre",-10.98,-65.71,180,"BOL","S America","TMB","A","Mean","Unmanipulated","W",1996,NA,NA,2000,NA,NA,"Divided","Yes","Normal year",17,0.995,101,"Y_edits","matrices checked, typo and lat long corrected","Forest",227,0.279469833102176,20.655135543893,3,169,403,0.0177514792899408,0.00744416873449132,0.0114775921850313,0.0896766816381494,0,120.588235294117,140.790628115274,0.123454585349437,0.642019322688612,0.387804333623949,192.519233887917,0
"6480","Bertholletia_excelsa","Bertholletia excelsa","Brazil nut tree","Bertholletia","Lecythidaceae","Ericales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Zuidema; Boot","J Trop Ecol","2002","10.1017/S0266467402002018","http:;;igitur-archive.library.uu.nl;dissertations;1932990;inhoud.htm; Zuidema (& Boot) J Trop Ecol 2002; Peres Sci 2003; Zuidema PhD thesis 2003 (Book)",5,1996,2000,"1",2,"DBH; plant height","Yes","No","El Tigre",-10.98,-65.71,146,"BOL","S America","TMB","A","Mean","Unmanipulated","W",1996,NA,NA,2000,NA,NA,"Divided","Yes","Dry year",17,0.995,102,"Y_edits","matrices checked, typo and lat long corrected","Forest",228,0.451108165205149,0.244411667457619,2,8,38,0.25,0.0526315789473684,0.00759817369639682,0.0308409384996673,0,120.588235294117,142.632912301973,NA,NA,0.857129939059233,279.562125091612,0
"6481","Bertholletia_excelsa","Bertholletia excelsa","Brazil nut tree","Bertholletia","Lecythidaceae","Ericales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Zuidema; Boot","J Trop Ecol","2002","10.1017/S0266467402002018","http:;;igitur-archive.library.uu.nl;dissertations;1932990;inhoud.htm; Zuidema (& Boot) J Trop Ecol 2002; Peres Sci 2003; Zuidema PhD thesis 2003 (Book)",5,1996,2000,"1",2,"DBH; plant height","Yes","No","El Sena",-11.5,-67.25,180,"BOL","S America","TMB","A","Mean","Unmanipulated","W",1996,NA,NA,2000,NA,NA,"Divided","Yes","Dry year",17,0.995,103,"Y_edits","matrices checked, typo and lat long corrected","Forest",229,0.179899205991112,1.10803398552085,4,75,312,0.0533333333333333,0.0128205128205128,0.0158658686787242,0.0457836705116015,0,116.57864761313,135.53487235845,0.156018761914417,0.783252621157304,0.470587332470234,234.499469796206,0
"6583","Dicorynia_guianensis","Dicorynia guianensis",NA,"Dicorynia","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Picard; Mortier; Chagneau","Ecol Model","2010","10.1016/j.ecolmodel.2010.06.010","Picard Ecol Model 2010 (PDF)",3,1984,1986,"1",1,"DBH; girth at breast hight","No","No","Paracou",5.27,-52.92,34,"GUF","S America","TMB","A","Mean","Unmanipulated","W",1984,NA,NA,1986,NA,NA,"Divided","Yes","The GPS coordinates were approximated to the closest geographic location described in the reference. GPS information given in the paper result to a location in atlantic ocean.",9,1,104,"Y_edits","coordinates added","forest",231,0.00629860373882493,1.25000002191954,155,676,974,0.229289940828402,0.159137577002053,0.8165478898477,0.0286293163693114,0,129.999997079633,59.823529411765,0.0351741700151451,0.0954030694686164,0.0706924340702768,177.248864865263,0
"6590","Eperua_falcata","Eperua falcata",NA,"Eperua","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Chagneau; Mortier; Picard","J R Stat Soc C","2009","10.1111/j.1467-9876.2008.00657.x",NA,3,1984,1986,"1",1,"DBH","No","No","Paracou",5.3,-52.92,34,"GUF","S America","TMB","A","Mean","Unmanipulated","W",1984,NA,NA,1986,NA,NA,"Divided","Yes","The GPS coordinates were approximated to the closest geographic location described in the reference. GPS information given in the paper result to a location in atlantic ocean. Usher Model",6,1,105,"Y_edits","coordinates fixed, changes made to fecundity estimates.
                              Note: This model assumes equal fecundity accross all age classes, but this is 
                               unrealistic and will underestimate age at maturity considerably.
                               I have therefore added information from Effect of reduced-impact logging on seedling recruitment
                               in a neotropical forest
                              Skye L. Rivett, Jake E. Bicknell â‡‘, Zoe G. Davies
                               And adjusted fecundity estimates stating that : 
                               species begins reproduction at dbh 0.6-1m, i.e. stage class 6. 
                               i.e. assuming all reproduction (6*0.0072) comes from this stage","forest",232,0.00512366302269725,0.653360997908468,128,556,752,0.23021582733813,0.170212765957447,0.458691875913859,0.0153994117531087,0,44.0528634361232,235.001566610155,0.101161363052922,0.382246196663366,0.317119691893328,289.626395298114,0
"6700","Nothofagus_fusca","Nothofagus fusca","Red Beech","Nothofagus","Nothofagaceae","Fagales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Enright; Ogden","Aust J Ecol","1979","10.1111/j.1442-9993.1979.tb01195.x","June and Ogden, 1975",11,1927,1937,"1",1,"Plant height; DBH","No","No","Mount Colenso",-39.75,176.983333333333,80,"NZL","Oceania","TBM","A","Mean","Unmanipulated","W",1927,NA,NA,1937,NA,NA,"Divided","Yes","Upper stand",4,0.994,106,"Y_edits","Edits to longitude, population name and 
                                   additional source","Forest",233,0.108046114962806,1.65933986131934,6,117,498,0.0512820512820513,0.0120481927710843,0.0291845357936567,0.0048775496243278,0,166.091954022988,39.4963768115941,0.0383335910682339,0.335622142608127,0.10212559803376,172.908718901784,0
"6701","Nothofagus_fusca","Nothofagus fusca","Red Beech","Nothofagus","Nothofagaceae","Fagales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Enright; Ogden","Aust J Ecol","1979","10.1111/j.1442-9993.1979.tb01195.x","June and Ogden, 1975",11,1927,1937,"1",1,"Plant height; DBH","No","No","Mount Colenso",-39.75,176.983333333333,80,"NZL","Oceania","TBM","A","Mean","Unmanipulated","W",1927,NA,NA,1937,NA,NA,"Divided","Yes","Middle stand",4,0.9949,107,"Y_edits","Edits to longitude, population name and 
                                   additional source","Forest",234,0.125395187615723,4.04902573720953,6,104,476,0.0576923076923077,0.0126050420168067,0.0263001920910028,0.00403269373816017,0,172.222222222222,55.9129936438471,0.0728428186554917,0.404240948105936,0.158340676457221,147.793411250246,0
"6702","Nothofagus_fusca","Nothofagus fusca","Red Beech","Nothofagus","Nothofagaceae","Fagales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Enright; Ogden","Aust J Ecol","1979","10.1111/j.1442-9993.1979.tb01195.x","June and Ogden, 1975",11,1927,1937,"1",1,"Plant height; DBH","No","No","Mount Colenso",-39.75,176.983333333333,80,"NZL","Oceania","TBM","A","Mean","Unmanipulated","W",1927,NA,NA,1937,NA,NA,"Divided","Yes","Lower stand",4,0.994,108,"Y_edits","Edits to longitude, population name and 
                                   additional source","Forest",235,0.0816508241822414,9.23913043478258,8,496,878,0.0161290322580645,0.00911161731207289,0.039315039223467,0.0244393945816195,0,166.666666666666,36.8178053830228,0.0195413035778623,0.0868744398711061,0.0504439023532819,98.6063708478057,0
"6704","Oxandra_asbeckii","Oxandra asbeckii",NA,"Oxandra","Annonaceae","Magnoliales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Chagneau; Mortier; Picard","J R Stat Soc C","2009","10.1111/j.1467-9876.2008.00657.x",NA,3,1984,1986,"1",1,"DBH","No","No","Paracou",5.3,-52.92,0,"GUF","S America","TMB","A","Mean","Unmanipulated","W",1984,NA,NA,1986,NA,NA,"Divided","Yes"," reproduction via animal dispersal; Usher model",5,1,109,"Y_edits","coordinates fixed","forest",236,0.039,41.8846969372456,769,4679,6981,0.164351357127591,0.110156138089099,0.715371071518161,0.070861667540395,0,1073.9665881345,1,0,1.94419560019865e-16,0,97.9429587762114,0
"6707","Pentaclethra_macroloba","Pentaclethra macroloba",NA,"Pentaclethra","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Hartshorn","PhD thesis","1972","None",NA,3,1969,1971,"1",1,"DBH","No","No","La Selva field station ",10.4333333333333,-83.983,49,"CRI","S America","TMB","A","Mean","Unmanipulated","W",1969,NA,NA,1971,NA,NA,"Divided","Yes",NA,15,1,110,"Y_edits","Longitude fixed, matches original matrices in phd thesis","Forest",237,0.505572379459681,1.21323646903922,2,10,43,0.2,0.0465116279069767,0.0170564796615843,0.246328563900052,0,37.625,79.6324903896801,NA,NA,0.758170828728466,112.941779538201,0
"6885","Rhizophora_mangle","Rhizophora mangle",NA,"Rhizophora","Rhizophoraceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","López-Hoffman; Ackerly; Anten; DeNoyer;Ramos","J Ecol","2007","10.1111/j.1365-2745.2007.01298.x","Lopez-Hoffman PhD thesis 2003",3,1999,2001,"1",1,"DBH","No","No","Río Limón mangrove forest",10.9783333333333,-71.74,0,"VEN","S America","TMB","A","Mean","Unmanipulated","W",1999,NA,NA,2001,NA,NA,"Divided","Yes",NA,7,0.967,111,"Y_edits","Longitude fixed","tropical forest (mangrove)",238,0.676189171624509,3.86447924754644,2,5,8,0.4,0.25,0.0698997753334927,0.069207778220993,0.0792844022327926,21.8572277395807,6.75516751430923,0.557911991366033,0.948289797563922,0.858638654571445,32.0335902499852,0
"6989","Swietenia_macrophylla","Swietenia macrophylla","Big leaf mahogany","Swietenia","Meliaceae","Sapindales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Verwer; Peña-Claros; van der Staak; Ohlson-Kiehn; Sterck","J Appl Ecol","2008","10.1111/j.1365-2664.2008.01564.x",NA,5,2002,2006,"1",4,"DBH","No","No","Agroindustria Forestal La Chonta",-15.78,-62.92,232,"BOL","S America","TMB","A","Mean","Unmanipulated","W",2002,NA,NA,2006,NA,NA,"Divided","Yes","No logging",10,0.99835,112,"Y_edits","Coordinates fixed","forest",240,0.577950814003544,17.3933818533167,2,9,92,0.222222222222222,0.0217391304347826,0.00630206473267307,0.0673359529517582,0,298.248220344545,19.1080882365133,0.344048885706281,0.814895979114721,0.465411671927389,210.68365033799,0
"6993","Syzygium_jambos","Syzygium jambos",NA,"Syzygium","Myrtaceae","Myrtales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Brown; Spector; Wu","J Appl Ecol","2008","10.1111/j.1365-2664.2008.01550.x",NA,3,2001,2003,"1",7,"DBH","No","No","Luquillo Experimental Forest",18.3,-65.83,512,"PRI","N America","TMB","A","Mean","Unmanipulated","W",2001,NA,NA,2003,NA,NA,"Divided","Yes",NA,6,0.98,113,"Y_edits","Coordinates ammended, fecundity fixed based on original paper","forest",241,0.494058336238613,33.7624557260921,3,17,32,0.176470588235294,0.09375,0.106234031681146,0.275231653507213,0.00464518246453097,18.3030303030303,9.93650793650751,0.541547769920484,0.695639213679758,0.6582219692752,23.0970411414978,0
"7020","Vouacapoua_americana","Vouacapoua americana",NA,"Vouacapoua","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Chagneau; Mortier; Picard","J R Stat Soc C","2009","10.1111/j.1467-9876.2008.00657.x","Sterck Ecol 2003 (module dynamics)",3,1984,1986,"1",1,"DBH","No","No","Northern French Guiana",5.3,-52.92,34,"GUF","S America","TMB","A","Mean","Unmanipulated","W",1984,NA,NA,1986,NA,NA,"Divided","Yes","The GPS coordinates were approximated to the closest geographic location described in the reference. GPS information given in the paper result to a location in atlantic ocean. Usher Model",5,1,114,"Y_edits","coordinates fixed, changes made to fecundity estimates.
Note: This model assumes equal fecundity accross all age classes, but this is 
unrealistic and will underestimate age at maturity considerably.
I have therefore added information from 
Spatial patterns of two rodent-dispersed rain
forest trees Carapa procera (Meliaceae) and
 Vouacapoua americana (Caesalpiniaceae) at
 Paracou, French Guiana
 PIERRE-MICHEL FORGET*, FRANCÃ‹OIS MERCIERÂ² and FREÃ‚DEÃ‚RIQUE
 COLLINETÂ³
And adjusted fecundity estimates given that species begins reproduction 
at dbh 0.26m, i.e. stage class 2","forest",242,0.00691661900053871,0.619557319474278,60,710,1108,0.0845070422535211,0.0541516245487365,0.26242975729096,0.00618985088304823,0,169.82914045403,58.8034682080925,0.0693059195422261,0.160093885817624,0.108885796358802,295.477448721906,0
"2860","Heracleum_mantegazzianum","Heracleum mantegazzianum","Giant hogweed","Heracleum","Apiaceae","Apiales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Nehrbass; Winkler; Pergl; Perglová; Pyšek","Pers Plant Ecol Evol Syst","2006","10.1016/j.ppees.2005.11.001","Nehrbass Ecol Model 2007 (PDF)",3,2002,2004,"1",11,"Number of leaves; leaf length","Yes","No","West Bohemia, Czech",50.05,12.61,NA,NA,NA,"TBM","A","Mean","Unmanipulated","W",NA,NA,NA,NA,NA,NA,"Divided","Yes","Author reference is unclear",4,0.91,115,"Y_edits","Fecundity missasigned as retrogression
                                          in cell [2,4], lat long added from previous work DOI:10.1111/j.1365-2664.2005.01092.x","grassland",243,0.235360028890822,0.384546833782103,3,10,14,0.3,0.214285714285714,0.502455060218461,0.24529154153488,0.0805015793501381,1,4.97068322626832,0.038422317509206,0.316894794172799,0.225806468571238,5.02809617731175,0
"3109","Ipomopsis_aggregata","Ipomopsis aggregata","Scarlet gilia","Ipomopsis","Polemoniaceae","Solanales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Brody; Price; Waser","Oikos","2007","10.1111/j.2007.0030-1299.15705.x","Price Ecol 2008 (PDF); E089-095-A1;2 (PDF); Campbell Am NAt 2007; Waser Oikos 2010",10,1995,2004,"1",3,"No","No","Yes","Brench; Treasury; Vera",38.95,-106.98,NA,"USA","N America","DES","A","Mean","Unmanipulated","W",1995,NA,NA,2004,NA,NA,"Divided","Yes",NA,7,0.419,116,"Y_edits","lat long added","grassland",244,0.428404748918118,0.082040340908096,2,3,5,0.666666666666667,0.4,0.574573703875579,0.0282420023565327,0,1.48084151173248,2,0.660663952395866,0.921747967479675,0.660663952395866,3.19009967478042,0
"7019","Vochysia_ferruginea","Vochysia ferruginea",NA,"Vochysia","Vochysiaceae","Myrtales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Boucher; Mallono","Forest Ecol Manag","1997","10.1016/S0378-1127(96)03890-X",NA,6,1989,1994,"1",2,"DBH","Yes","No","Las Delicias; La Bodega",12.27,-83.97,NA,"NIC","S America","TMB","A","Mean","Unmanipulated","W",1989,NA,NA,1994,NA,NA,"Divided","Yes","spatially averaged matrix, study conducted during post-hurricane recovery",5,0.997,117,"Y_edits","Matrix typo corrected, lat long added. Note matrix constructed during post-hurricane recovery of forest","Tropical forest",250,0.908346544769672,140.671299071424,2,6,607,0.333333333333333,0.00329489291598023,0.00587816060003313,0.0169621246670725,8.78255392321827e-05,333.333333333333,6.90915680698871,0.0056527160625559,0.827390444352336,0.0136071682723803,34.3732547120077,0
"3894","Pimpinella_saxifraga","Pimpinella saxifraga",NA,"Pimpinella","Apiaceae","Apiales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Auestad; Rydgren; Jongejans; Kroon","Biol Cons","2010","10.1016/j.biocon.2009.12.037",NA,4,2003,2006,"1",6,"Dryweight","Yes","No","Molde road verge (MR)",61.0666666666667,7.66666666666667,NA,"NOR","Europe","TUN","A","Pooled","Unmanipulated","W",2003,"2",8,2006,"2",8,"Divided","Yes",NA,5,0.9292,118,"Y","Use as is","unmanaged roadverge",251,0.366600684816771,0.92003009685774,2,19,31,0.105263157894737,0.0645161290322581,0.211751112721955,0.212639626519051,0.0649287917224428,4.11837057569717,5.32668014583624,0.00493759858159288,0.159004704155533,0.096504540561565,8.54025940733898,0
"3895","Pimpinella_saxifraga","Pimpinella saxifraga",NA,"Pimpinella","Apiaceae","Apiales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Auestad; Rydgren; Jongejans; Kroon","Biol Cons","2010","10.1016/j.biocon.2009.12.037",NA,4,2003,2006,"1",6,"Dryweight","Yes","No","Stuvane road verge (SR)",61.0666666666667,7.66666666666667,NA,"NOR","Europe","TUN","A","Pooled","Unmanipulated","W",2003,"2",8,2006,"2",8,"Divided","Yes",NA,5,0.9186,119,"Y","Use as is","unmanaged roadverge",252,0.129807660599642,0.336783142385272,3,29,47,0.103448275862069,0.0638297872340425,0.23399215908474,0.211975859184399,0.142783022085111,7.35688250867782,5.46405991834408,0.00870114814135514,0.126788939642062,0.077877154042979,15.1574530691187,0
"3896","Pimpinella_saxifraga","Pimpinella saxifraga",NA,"Pimpinella","Apiaceae","Apiales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Auestad; Rydgren; Jongejans; Kroon","Biol Cons","2010","10.1016/j.biocon.2009.12.037",NA,4,2003,2006,"1",6,"Dryweight","Yes","No","Nese road verge (NR)",61.0666666666667,7.66666666666667,NA,"NOR","Europe","TUN","A","Pooled","Unmanipulated","W",2003,"2",8,2006,"2",8,"Divided","Yes",NA,5,0.9382,120,"Y","Use as is","unmanaged roadverge",253,0.07380804871119,0.384610968632461,4,38,58,0.105263157894737,0.0689655172413793,0.254134278524786,0.232914062522443,0.130116612956174,8.5333117132927,7.20639889646619,0.00378751735178853,0.100506099688884,0.0659239663936143,16.3453857043625,0
"4602","Sanicula_europaea","Sanicula europaea",NA,"Sanicula","Apiaceae","Apiales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Gustafsson; Ehrlén","Oikos","2003","10.1034/j.1600-0706.2003.11493.x",NA,3,1997,1999,"1",4,"Leaf area","No","No","Jordtorp, Island of Öland",56.6833333333333,16.5666666666667,40,"SWE","Europe","TBM","A","Pooled","Unmanipulated","W",1997,NA,NA,1999,NA,NA,"Divided","Yes","Some cattle grazing in study region, 
                     study is conducted in decidous forest I can't tell from the
                     descrpition if the cows are in the forest!",5,0.95,121,"Y","Use as is","forest",254,0.124747500053441,0.113585283131041,2,21,38,0.0952380952380952,0.0526315789473684,0.132685250683281,0.240155906778294,0.222064360879648,8.70399992596671,6.36926548748897,0.0051235857455556,0.171701258300872,0.0943426574036443,19.2563289172279,0
"5704","Fumana_procumbens","Fumana procumbens",NA,"Fumana","Cistaceae","Malvales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Bengtsson","J Ecol","1993","10.2307/2261672","Gross Cons Biol 1998",7,1985,1991,"1",3,"Number of branches","No","No","PG; EK; TO",56.5833333333333,16.5833333333333,22,"SWE","Europe","MED","A","Pooled","Unmanipulated","W",1985,NA,NA,1991,NA,NA,"Divided","Yes",NA,6,0.939,122,"Y","Use as is","grasslands - low ridges and hillocks in open habitats",255,0.147384204197464,1.23971777156172,5,36,54,0.138888888888889,0.0925925925925926,0.388991955289625,0.299253436252067,0.0718748442475219,8.36230142166647,4.49143483690791,0.0454317504488598,0.143059701044696,0.0962790290459585,12.3073034264525,0
"5706","Fumana_procumbens","Fumana procumbens",NA,"Fumana","Cistaceae","Malvales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Bengtsson","J Ecol","1993","10.2307/2261672","Gross Cons Biol 1998",7,1985,1991,"1",3,"Number of branches","No","No","PG; EK; TO",56.5833333333333,16.5833333333333,22,"SWE","Europe","MED","A","Pooled","Unmanipulated","W",1986,NA,NA,1987,NA,NA,"Divided","Yes",NA,6,1,123,"Y","Use as is","grasslands - low ridges and hillocks in open habitats",257,0.405827659691298,1.11309749689944,2,16,25,0.125,0.08,0.255131979370647,0.296835837667701,0.0460210231819439,4.48222790924597,3.35685210312076,0.0494975626473683,0.202981195016931,0.128706099093421,7.42594785106572,0
"5707","Fumana_procumbens","Fumana procumbens",NA,"Fumana","Cistaceae","Malvales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Bengtsson","J Ecol","1993","10.2307/2261672","Gross Cons Biol 1998",7,1985,1991,"1",3,"Number of branches","No","No","PG; EK; TO",56.5833333333333,16.5833333333333,22,"SWE","Europe","MED","A","Pooled","Unmanipulated","W",1987,NA,NA,1988,NA,NA,"Divided","Yes",NA,6,1,124,"Y","Use as is","grasslands - low ridges and hillocks in open habitats",258,0.100091278668216,2.01381864028592,12,59,87,0.203389830508475,0.137931034482759,0.593076317571588,0.253101628095942,0.0427127199386331,13.8654921443817,6.36799154813067,0.0264201625942384,0.113754086066827,0.077605957392811,15.9986045092533,0
"5708","Fumana_procumbens","Fumana procumbens",NA,"Fumana","Cistaceae","Malvales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Bengtsson","J Ecol","1993","10.2307/2261672","Gross Cons Biol 1998",7,1985,1991,"1",3,"Number of branches","No","No","PG; EK; TO",56.5833333333333,16.5833333333333,22,"SWE","Europe","MED","A","Pooled","Unmanipulated","W",1988,NA,NA,1989,NA,NA,"Divided","Yes",NA,6,1,125,"Y","Use as is","grasslands - low ridges and hillocks in open habitats",259,0.0375313458646848,0.339873789899264,8,57,86,0.140350877192982,0.0930232558139535,0.467688485044348,0.199425352153223,0.147369197321064,12.2434608823473,4.8619420852742,0.0174442436225024,0.0745315834731772,0.0495083062003483,23.1595766960183,0
"5709","Fumana_procumbens","Fumana procumbens",NA,"Fumana","Cistaceae","Malvales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Bengtsson","J Ecol","1993","10.2307/2261672","Gross Cons Biol 1998",7,1985,1991,"1",3,"Number of branches","No","No","PG; EK; TO",56.5833333333333,16.5833333333333,22,"SWE","Europe","MED","A","Pooled","Unmanipulated","W",1989,NA,NA,1990,NA,NA,"Divided","Yes",NA,6,1,126,"Y","Use as is","grasslands - low ridges and hillocks in open habitats",260,0.14989184092455,5.67044079798424,3,127,203,0.0236220472440945,0.0147783251231527,0.0876265063650072,0.272013271832335,0.0382548434404022,30.7187653258459,3.51745068285281,0.0074357458956041,0.0276275258228281,0.0172631147481229,19.695907684926,0
"5710","Fumana_procumbens","Fumana procumbens",NA,"Fumana","Cistaceae","Malvales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Bengtsson","J Ecol","1993","10.2307/2261672","Gross Cons Biol 1998",7,1985,1991,"1",3,"Number of branches","No","No","PG; EK; TO",56.5833333333333,16.5833333333333,22,"SWE","Europe","MED","A","Pooled","Unmanipulated","W",1990,NA,NA,1991,NA,NA,"Divided","Yes",NA,6,1,127,"Y","Use as is","grasslands - low ridges and hillocks in open habitats",261,0.0163403239266688,0.187057068258113,13,81,116,0.160493827160494,0.112068965517241,0.451634515934303,0.14180096638092,0.0825153490308831,9.94342906875544,18.8409076932538,0.0793101021631769,0.215020855104213,0.173656190137654,42.2151458105524,0
"6593","Fagus_grandifolia","Fagus grandifolia",NA,"Fagus","Fagaceae","Fagales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Batista; Platt; Macchiavelli","Ecology","1998","10.2307/176863",NA,15,1978,1992,"2",1,"DBH","No","No","Closed canopy",30.5833333333333,-84.33,53,"USA","N America","TCF","A","Mean","Unmanipulated","W",1978,NA,NA,1992,NA,NA,"Divided","Yes",NA,9,0.994086466765387,128,"Y_edits","fixed coorindates, adjusted matrices to annual periodicity","forest",262,0.0112390676109057,1.05840239623712,46,431,577,0.106728538283063,0.0797227036395147,0.500872092141887,0.0265058182184977,0,90.8398144390307,1,0.290930206370776,0.348502747551913,0.290930206370776,202.733723510327,0
"2","Abies_concolor","Abies concolor",NA,"Abies","Pinaceae","Pinales","Pinopsida","Pinophyta","Plantae","Tree",NA,"Gymnosperm","van Mantgem; Stephenson","J Ecol","2005","0.1111/j.1365-2745.2005.01007.x",NA,22,1982,2003,"0.2",5,"DBH","No","No","Crystal Road",36.6,-118.8,1623,"USA","N America","TCF","A","Mean","Unmanipulated","W",1991,NA,NA,2002,NA,NA,"Divided","Yes",NA,5,0.998050545098108,129,"Y_edits","fixed longitude, took mean populations at each location","forest",263,0.0261260828871656,1.68141068836644,23,324,489,0.0709876543209877,0.0470347648261759,0.496550463495158,0.013940629776922,0,45.3195620402925,1,0.325842715921795,0.409816859015574,0.325842715921795,189.717422981289,0
